FID,ID_Originak,Team,ID_Transek,ID_Titik,Filename,Latitude,Longitude,Lokasi,URL,Class_1,Class_2,Cluster
118,118,A,T6,D2T6-11,D2T3 (11).JPG,-0.618725,120.0629683,Tandaigi,https://lh3.googleusercontent.com/d/1Q0xkcUcddVSvabS8nrXBiU6ivx9xjbAe,Padang lamun,Terumbu karang kondisi baik,7
119,119,A,T6,D2T6-12,D2T3 (12).JPG,-0.618701667,120.0630587,Tandaigi,https://lh3.googleusercontent.com/d/1V398UMu5U9FOQJ7MCeKTWB2RC2Iqiz-N,Padang lamun,Terumbu karang kondisi baik,7
120,120,A,T6,D2T6-13,D2T3 (13).JPG,-0.618695,120.0631417,Tandaigi,https://lh3.googleusercontent.com/d/1zRMj90zY2SYYMzBfuQIKLUeFFylzsng0,Padang lamun,Terumbu karang kondisi baik,7
121,121,A,T6,D2T6-14,D2T3 (14).JPG,-0.618741667,120.0632133,Tandaigi,https://lh3.googleusercontent.com/d/1op04Weybr1Dh9eSJNscfNRR7yPQcj7rm,Makroalga,Terumbu karang kondisi baik,7
122,122,A,T6,D2T6-15,D2T3 (15).JPG,-0.619046667,120.0631067,Tandaigi,https://lh3.googleusercontent.com/d/1Adi4ZMwc05qyPSj1utfyHrIF9RUzikA1,Makroalga,Pecahan karang,7
123,123,A,T7,,D3T1 (1).JPG,-0.744962339,120.1295223,Pelawa Baru,https://lh3.googleusercontent.com/d/18udDxK6rUXys1YrbGOK08OWDFbwC8ZAT,Terumbu karang,Pecahan karang,8
124,124,A,T7,,D3T1 (2).JPG,-0.745065,120.1295583,Pelawa Baru,https://lh3.googleusercontent.com/d/1Lq9sa_WVtvkqVbB7nQQ9jtmSwA_zh6WB,Terumbu karang,Pecahan karang,8
125,125,A,T7,,D3T1 (3).JPG,-0.74518,120.1294983,Pelawa Baru,https://lh3.googleusercontent.com/d/1dAhDGE-w_851URGM0Jryx3M8RPv_n-7w,Terumbu karang,Terumbu karang kondisi baik,8
126,126,A,T7,,D3T1 (4).JPG,-0.745275,120.1294367,Pelawa Baru,https://lh3.googleusercontent.com/d/1MxR5Pf9cJ23QBNjzkQbgc34v-99hBRo7,Terumbu karang,Terumbu karang kondisi baik,8
127,127,A,T7,,D3T1 (5).JPG,-0.745396667,120.12943,Pelawa Baru,https://lh3.googleusercontent.com/d/1peTwacR-Jiy3YfTdv4HlWBwX8aIIgX3Z,Terumbu karang,Terumbu karang kondisi baik,8
128,128,A,T7,,D3T1 (6).JPG,-0.745473333,120.1294433,Pelawa Baru,https://lh3.googleusercontent.com/d/1Vo93S6hJ8iVjI3g5Ct6KHl5-lgiEXxhg,Terumbu karang,Terumbu karang kondisi baik,8
129,129,A,T7,,D3T1 (7).JPG,-0.745535,120.1294383,Pelawa Baru,https://lh3.googleusercontent.com/d/1CiL4cLd2a_dQ_bd6eXtgu0PTV-kii0qX,Terumbu karang,Terumbu karang kondisi baik,8
130,130,A,T7,,D3T1 (8).JPG,-0.745608847,120.1294178,Pelawa Baru,https://lh3.googleusercontent.com/d/1n4ItiN_7leyMYL3GVJnBluonKbvlhksg,Substrat terbuka,Terumbu karang kondisi baik,8
131,131,A,T7,,D3T1 (9).JPG,-0.745695,120.1294267,Pelawa Baru,https://lh3.googleusercontent.com/d/1Q_BnsI67EV8vRILIGA61OfGnNraccST9,Terumbu karang,Terumbu karang kondisi baik,8
132,132,A,T7,,D3T1 (10).JPG,-0.745721667,120.1294333,Pelawa Baru,https://lh3.googleusercontent.com/d/11zDqhNTI5KMuEBBaKxIXhkjkq_BWc1Fp,Substrat terbuka,Substrat terbuka,8
133,133,A,T7,,D3T1 (11).JPG,-0.745756667,120.1293183,Pelawa Baru,https://lh3.googleusercontent.com/d/1nVDeMj8x2QLGhMigdEp5mZH4q3qCKjez,Substrat terbuka,Substrat terbuka,8
134,134,A,T7,,D3T1 (12).JPG,-0.745665,120.1294867,Pelawa Baru,https://lh3.googleusercontent.com/d/1LiakvMTFJjWqp4gQ5kCBRmm4dqZu29br,Terumbu karang,Pecahan karang,8
135,135,A,T7,,D3T1 (13).JPG,-0.745618333,120.1295533,Pelawa Baru,https://lh3.googleusercontent.com/d/1fJUlw9wrAw1MSjpOahvp4Vg04djGjf-n,Substrat terbuka,Terumbu karang kondisi baik,8
136,136,A,T7,,D3T1 (14).JPG,-0.74555,120.1296017,Pelawa Baru,https://lh3.googleusercontent.com/d/11QLjWonYGctTTO5JLkaUB79dM52r9JrU,Terumbu karang,Terumbu karang kondisi baik,8
137,137,A,T7,,D3T1 (15).JPG,-0.745549689,120.129695,Pelawa Baru,https://lh3.googleusercontent.com/d/1lKf1NNfbl_HM9ji2OSlPVghuzoNwFdXj,Terumbu karang,Terumbu karang kondisi baik,8
138,138,A,T7,,D3T1 (16).JPG,-0.745413333,120.1298483,Pelawa Baru,https://lh3.googleusercontent.com/d/187J2sGCyIMkGNTum-y22PMzH4KW9ubaa,Terumbu karang,Terumbu karang kondisi baik,8
139,139,A,T7,,D3T1 (17).JPG,-0.745435,120.1298783,Pelawa Baru,https://lh3.googleusercontent.com/d/1El9p4Vxv40w0DCUPUbFjk2g_fTuAoyU0,Terumbu karang,Terumbu karang kondisi baik,8
140,140,A,T7,,D3T1 (18).JPG,-0.7454,120.1298983,Pelawa Baru,https://lh3.googleusercontent.com/d/1pBeUKLpmXNRnSAwlT5Zj8NOkTiZRv9RF,Terumbu karang,Terumbu karang kondisi baik,8
141,141,A,T7,,D3T1 (19).JPG,-0.745361667,120.1299917,Pelawa Baru,https://lh3.googleusercontent.com/d/1k30ZObarqw1DnfTCAKbhCAu7f1TzJ5-j,Terumbu karang,Terumbu karang kondisi baik,8
142,142,A,T7,,D3T1 (20).JPG,-0.745371667,120.1300183,Pelawa Baru,https://lh3.googleusercontent.com/d/1JePw1uhqG8deePqs6OXnrLSdArva1hEa,Terumbu karang,Terumbu karang kondisi baik,8
143,143,A,T7,,D3T1 (21).JPG,-0.74535,120.130135,Pelawa Baru,https://lh3.googleusercontent.com/d/1D0Yo-NLpzZqsFdYcbsoiag5WjTYe5P-6,Terumbu karang,Terumbu karang kondisi baik,8
144,144,A,T7,,D3T1 (22).JPG,-0.745401667,120.130195,Pelawa Baru,https://lh3.googleusercontent.com/d/1dz13UpAOxZ0NIlPHo4EUxaYKe7bWG_Np,Terumbu karang,Terumbu karang kondisi baik,8
145,145,A,T7,,D3T1 (23).JPG,-0.745361667,120.1302917,Pelawa Baru,https://lh3.googleusercontent.com/d/1Jn48XyQrH5P8gMqz44dQFtAxpZ7cb7EG,Terumbu karang,Terumbu karang kondisi baik,8
146,146,A,T7,,D3T1 (24).JPG,-0.745275,120.1301667,Pelawa Baru,https://lh3.googleusercontent.com/d/1oAac0ykZfCryNF9HUYejoaIBc_4_tUzB,Terumbu karang,Terumbu karang kondisi baik,8
147,147,A,T7,,D3T1 (25).JPG,-0.745243333,120.1300333,Pelawa Baru,https://lh3.googleusercontent.com/d/1a0aoaOK3S5PHSvbRkBflIXleEmaen3h8,Terumbu karang,Terumbu karang kondisi baik,8
148,148,A,T7,,D3T1 (26).JPG,-0.745211667,120.1299367,Pelawa Baru,https://lh3.googleusercontent.com/d/18s9MQa_vHSQN6xbI7X-EXkHXTPQpltlx,Terumbu karang,Terumbu karang kondisi baik,8
149,149,A,T7,,D3T1 (27).JPG,-0.745163825,120.129836,Pelawa Baru,https://lh3.googleusercontent.com/d/12Jagkk5bJ_FC5ghfEnJc7Y-wWpgCE6Dx,Terumbu karang,Terumbu karang kondisi baik,8
150,150,A,T7,,D3T1 (28).JPG,-0.745078556,120.1297887,Pelawa Baru,https://lh3.googleusercontent.com/d/1NAP06Mv12KWEc7lGHQK-o8YSs3I-ByCI,Terumbu karang,Terumbu karang kondisi baik,8
151,151,A,T7,,D3T1 (29).JPG,-0.74499,120.1297483,Pelawa Baru,https://lh3.googleusercontent.com/d/10dztjXbASpwtIydUoiTN1t20r0DIDhKv,Terumbu karang,Terumbu karang kondisi baik,8
152,152,A,T7,,D3T1 (30).JPG,-0.744906667,120.1296483,Pelawa Baru,https://lh3.googleusercontent.com/d/1_6hXRf4K9Cbjc0KJTf-VyCb8b4QJLNpE,Terumbu karang,Terumbu karang kondisi baik,8
153,153,A,T7,,D3T1 (31).JPG,-0.744820406,120.1295552,Pelawa Baru,https://lh3.googleusercontent.com/d/1UDgMfLX_OtRyGZEJPaaKacvFHjlUxuxi,Terumbu karang,Terumbu karang kondisi baik,8
154,154,A,T7,,D3T1 (32).JPG,-0.744883333,120.1295133,Pelawa Baru,https://lh3.googleusercontent.com/d/1BiiovB_vmxgbaF26TtcO2H8WJTirniTk,Terumbu karang,Substrat terbuka,8
155,155,A,T8,,D3T2 (1).JPG,-0.738008312,120.1197633,Pelawa Baru,https://lh3.googleusercontent.com/d/1cv8Gm4V4TVojqqLZsy70gznoUUe2hTbl,Terumbu karang,Substrat terbuka,8
156,156,A,T8,,D3T2 (2).JPG,-0.73794,120.11979,Pelawa Baru,https://lh3.googleusercontent.com/d/1cBsgHyIYefgV-a9ZqN9qsEDXq_hCcTKB,Substrat terbuka,Substrat terbuka,8
157,157,A,T8,,D3T2 (3).JPG,-0.737833333,120.1198167,Pelawa Baru,https://lh3.googleusercontent.com/d/175vs3a72eaAdajl17c_5483sVlENUtso,Substrat terbuka,Substrat terbuka,8
158,158,A,T8,,D3T2 (4).JPG,-0.737743333,120.1199167,Pelawa Baru,https://lh3.googleusercontent.com/d/1IFNNhYTnxaMo-9DAsjuDpW7z0Tgy4HBE,Substrat terbuka,Substrat terbuka,8
159,159,A,T8,,D3T2 (5).JPG,-0.737669835,120.1199768,Pelawa Baru,https://lh3.googleusercontent.com/d/1y0oNctiwVEmFR4-4U2mRfs-tGmqwG5LA,Substrat terbuka,Substrat terbuka,8
160,160,A,T8,,D3T2 (6).JPG,-0.737573333,120.1200117,Pelawa Baru,https://lh3.googleusercontent.com/d/1OLgqSHV4kR6mLwPSqdhE-bs3xrcu8cGJ,Terumbu karang,Substrat terbuka,8
161,161,A,T8,,D3T2 (7).JPG,-0.737518333,120.1199867,Pelawa Baru,https://lh3.googleusercontent.com/d/1kzXs87zMGqP9uSv8SOYbIuhESo8zaOh6,Terumbu karang,Substrat terbuka,8
162,162,A,T8,,D3T2 (8).JPG,-0.737488401,120.1200117,Pelawa Baru,https://lh3.googleusercontent.com/d/1AZafJbEDQr-cuvbYeSFnP_kbbSS-PpjK,Terumbu karang,Substrat terbuka,8
163,163,A,T8,,D3T2 (9).JPG,-0.737408333,120.120045,Pelawa Baru,https://lh3.googleusercontent.com/d/1w3A-NT8A8z4y9YMei3lgfI27eJ2acR09,Terumbu karang,Terumbu karang kondisi baik,8
164,164,A,T8,,D3T2 (10).JPG,-0.737333333,120.1200933,Pelawa Baru,https://lh3.googleusercontent.com/d/1rG7akiHvd9RRZrU2GUpWeo4Ke5j4YAai,Terumbu karang,Terumbu karang kondisi baik,8
165,165,A,T8,,D3T2 (11).JPG,-0.737241667,120.1201517,Pelawa Baru,https://lh3.googleusercontent.com/d/1npjHjsBFOx8m9rqyOKcTE9Y1GBG6Kclw,Terumbu karang,Terumbu karang kondisi baik,8
166,166,A,T8,,D3T2 (12).JPG,-0.73713,120.1201883,Pelawa Baru,https://lh3.googleusercontent.com/d/1AF_C_chYANr-uvY-L_4W0DeNlgJoUoBR,Terumbu karang,Terumbu karang kondisi baik,8
167,167,A,T8,,D3T2 (13).JPG,-0.737001667,120.1201683,Pelawa Baru,https://lh3.googleusercontent.com/d/1ksqJvT44kn_FIwHd0Koyo4Rviuq8hC8F,Terumbu karang,Terumbu karang kondisi baik,8
168,168,A,T8,,D3T2 (14).JPG,-0.7369,120.1200983,Pelawa Baru,https://lh3.googleusercontent.com/d/1_mApLEJwq4ic1Xj3C-B4PUAtwCbNkI_i,Terumbu karang,Terumbu karang kondisi baik,8
169,169,A,T8,,D3T2 (15).JPG,-0.736811667,120.1201633,Pelawa Baru,https://lh3.googleusercontent.com/d/1AcJNoavMoZNLDfpqYhfAQA9wbeK4Qe8_,Terumbu karang,Terumbu karang kondisi baik,8
170,170,A,T8,,D3T2 (16).JPG,-0.736736667,120.1202067,Pelawa Baru,https://lh3.googleusercontent.com/d/1SeHkvyhicKNJWHEAJ1CmIbR-vZmdGnXr,Terumbu karang,Terumbu karang kondisi baik,8
171,171,A,T8,,D3T2 (17).JPG,-0.736625784,120.1202075,Pelawa Baru,https://lh3.googleusercontent.com/d/1kQWnW5xhfdgTU_WyY5yq-IJlT_5zYJEr,Terumbu karang,Terumbu karang kondisi baik,8
172,172,A,T8,,D3T2 (18).JPG,-0.736628333,120.1202483,Pelawa Baru,https://lh3.googleusercontent.com/d/1qavm9VlWnZuqoK2T-yReuxXRBvzUe39s,Terumbu karang,Terumbu karang kondisi baik,8
173,173,A,T8,,D3T2 (19).JPG,-0.736426667,120.1201383,Pelawa Baru,https://lh3.googleusercontent.com/d/1bAF-Rc7OLcnjhDQOVIn5r9gZDz3pfLZb,Terumbu karang,Terumbu karang kondisi baik,8
174,174,A,T8,,D3T2 (20).JPG,-0.736338333,120.120075,Pelawa Baru,https://lh3.googleusercontent.com/d/1eFQ9TjQZIF7uYRwIKLtGzNp_2okdphpd,Terumbu karang,Terumbu karang kondisi baik,8
175,175,A,T8,,D3T2 (21).JPG,-0.73633,120.1200833,Pelawa Baru,https://lh3.googleusercontent.com/d/1ut49ho-rFuWLRrFeWmMnqU6L_k1Kw-A5,Terumbu karang,Terumbu karang kondisi baik,8
176,176,A,T8,,D3T2 (22).JPG,-0.736250933,120.1201241,Pelawa Baru,https://lh3.googleusercontent.com/d/11cJAygABKo8U2SKkg8JlVRfQO1CaAn9c,Terumbu karang,Terumbu karang kondisi baik,8
177,177,A,T8,,D3T2 (23).JPG,-0.736206667,120.1201467,Pelawa Baru,https://lh3.googleusercontent.com/d/1wkSgi2P_T4C4_impUtTEauYVvxmpT5U8,Terumbu karang,Terumbu karang kondisi baik,8
178,178,A,T8,,D3T2 (24).JPG,-0.736138333,120.1201583,Pelawa Baru,https://lh3.googleusercontent.com/d/1a5vCOYXS0qcKxAthBQIe-fpJSU6KvQbv,Terumbu karang,Terumbu karang kondisi baik,8
179,179,A,T8,,D3T2 (25).JPG,-0.736033671,120.1201417,Pelawa Baru,https://lh3.googleusercontent.com/d/1AQCbLEpEmckpKvGBykoLKK6mtY_iV3bd,Terumbu karang,Terumbu karang kondisi baik,8
180,180,A,T8,,D3T2 (26).JPG,-0.735968333,120.1201417,Pelawa Baru,https://lh3.googleusercontent.com/d/1ALUQKXu2N6l9gsXyotME0kFZT3ovTolX,Terumbu karang,Terumbu karang kondisi baik,8
181,181,A,T8,,D3T2 (27).JPG,-0.735848115,120.12016,Pelawa Baru,https://lh3.googleusercontent.com/d/1HeWVf7YEEneUVeHay0nk8rlGy7DTKlFs,Terumbu karang,Terumbu karang kondisi baik,8
182,182,A,T8,,D3T2 (28).JPG,-0.735783333,120.1201583,Pelawa Baru,https://lh3.googleusercontent.com/d/11_xVrfBWGW2One03l8TTfHAnVl9022pt,Terumbu karang,Terumbu karang kondisi baik,8
183,183,A,T8,,D3T2 (29).JPG,-0.735676667,120.120265,Pelawa Baru,https://lh3.googleusercontent.com/d/1rdNaHy9L0T_Lqqyfljb_IK5uAQemEiPS,Terumbu karang,Terumbu karang kondisi baik,8
184,184,A,T8,,D3T2 (30).JPG,-0.735605,120.1203483,Pelawa Baru,https://lh3.googleusercontent.com/d/1titdUcNDq8cr60zNKPrlNlLR7OexOhPc,Terumbu karang,Bleaching,8
185,185,A,T8,,D3T2 (31).JPG,-0.735563333,120.12043,Pelawa Baru,https://lh3.googleusercontent.com/d/1hDV5GdbY400vRS7nJRFvGVfoQern2WJP,Terumbu karang,Terumbu karang kondisi baik,8
186,186,A,T8,,D3T2 (32).JPG,-0.735503271,120.1204749,Pelawa Baru,https://lh3.googleusercontent.com/d/1Us8AviGHflmJCpIG1bGSNxDAtKNkipfj,Terumbu karang,Terumbu karang kondisi baik,8
187,187,A,T8,,D3T2 (33).JPG,-0.735561667,120.12074,Pelawa Baru,https://lh3.googleusercontent.com/d/1kOB6zBHIECo6cc5hhRQbz8WCgyXA6FjM,Terumbu karang,Terumbu karang kondisi baik,8
188,188,A,T8,,D3T2 (34).JPG,-0.735618333,120.1207267,Pelawa Baru,https://lh3.googleusercontent.com/d/1tQRB-oSRwSi-3VrheLRBlyLxiRr4odfm,Terumbu karang,Terumbu karang kondisi baik,8
189,189,A,T8,,D3T2 (35).JPG,-0.735663333,120.120695,Pelawa Baru,https://lh3.googleusercontent.com/d/14uPYBGG84CaLVZ0oBLSc69LKkCbw3lt5,Terumbu karang,Terumbu karang kondisi baik,8
190,190,A,T8,,D3T2 (36).JPG,-0.735749427,120.1206345,Pelawa Baru,https://lh3.googleusercontent.com/d/1ZxosO4SybjIvDhHYZEUdrUiL9-Q--Qir,Terumbu karang,Terumbu karang kondisi baik,8
191,191,A,T8,,D3T2 (37).JPG,-0.735861667,120.1206083,Pelawa Baru,https://lh3.googleusercontent.com/d/1RngcoSXOYFU5_KXW_i31rB2c5k_hETEn,Terumbu karang,Terumbu karang kondisi baik,8
192,192,A,T8,,D3T2 (38).JPG,-0.735881667,120.1206317,Pelawa Baru,https://lh3.googleusercontent.com/d/1dsbzhiq2sJYuRcnRtDvy8WMDrdlujFtp,Terumbu karang,Terumbu karang kondisi baik,8
193,193,A,T8,,D3T2 (39).JPG,-0.735925,120.120605,Pelawa Baru,https://lh3.googleusercontent.com/d/1ItksH6Em_D65KKpqGGktToZ5Z_EO125G,Terumbu karang,Terumbu karang kondisi baik,8
194,194,A,T8,,D3T2 (40).JPG,-0.736015,120.1205717,Pelawa Baru,https://lh3.googleusercontent.com/d/1OLGHZtTPZfj7anWxoT7LWt0T3zc08WPH,Terumbu karang,Terumbu karang kondisi baik,8
195,195,A,T8,,D3T2 (41).JPG,-0.736126667,120.12054,Pelawa Baru,https://lh3.googleusercontent.com/d/1iYlUgyQp_oZ-7uMbJ9EX-N5tfo9s4O_3,Terumbu karang,Terumbu karang kondisi baik,8
196,196,A,T8,,D3T2 (42).JPG,-0.736205,120.1204817,Pelawa Baru,https://lh3.googleusercontent.com/d/1S3mpd6_D6GsQ_yf_vL-6OfGdpsaXeswe,Terumbu karang,Terumbu karang kondisi baik,8
197,197,A,T8,,D3T2 (43).JPG,-0.736341667,120.1204917,Pelawa Baru,https://lh3.googleusercontent.com/d/1mA0V1YV7tvb1y4hVL5xpUYqtn5ztuN5e,Terumbu karang,Terumbu karang kondisi baik,8
198,198,A,T8,,D3T2 (44).JPG,-0.736466667,120.1204733,Pelawa Baru,https://lh3.googleusercontent.com/d/1cm-X0bNTCM6Pg6px9Bllv4R87IEzoYYW,Terumbu karang,Terumbu karang kondisi baik,8
199,199,A,T8,,D3T2 (45).JPG,-0.73654,120.1204933,Pelawa Baru,https://lh3.googleusercontent.com/d/1qCk2MmArv-77ySeDkxn4FYDuDzdS43UG,Terumbu karang,Terumbu karang kondisi baik,8
200,200,A,T8,,D3T2 (46).JPG,-0.736643333,120.1204983,Pelawa Baru,https://lh3.googleusercontent.com/d/1pmfSKksiA1MpyqCkmTLI5S9UU0Y03gU0,Terumbu karang,Terumbu karang kondisi baik,8
201,201,A,T8,,D3T2 (47).JPG,-0.736728333,120.1205617,Pelawa Baru,https://lh3.googleusercontent.com/d/1S5zX6g_sppkMC4EZyV-Y_WJMPjXRG6tj,Terumbu karang,Terumbu karang kondisi baik,8
202,202,A,T8,,D3T2 (48).JPG,-0.736833333,120.12054,Pelawa Baru,https://lh3.googleusercontent.com/d/1LfVLwNhi1F-digukUEBIiQUQRcMih0M8,Terumbu karang,Terumbu karang kondisi baik,8
203,203,A,T8,,D3T2 (49).JPG,-0.736898333,120.120565,Pelawa Baru,https://lh3.googleusercontent.com/d/1DZBfjx7flHUe_7SFO8SF8Rbrf2dtI_OL,Terumbu karang,Terumbu karang kondisi baik,8
204,204,A,T8,,D3T2 (50).JPG,-0.737076667,120.12055,Pelawa Baru,https://lh3.googleusercontent.com/d/1YWKVuItVku06hVgiABrSeAW9o_oLv7uZ,Terumbu karang,Terumbu karang kondisi baik,8
205,205,A,T8,,D3T2 (51).JPG,-0.737208333,120.1205467,Pelawa Baru,https://lh3.googleusercontent.com/d/18MaSBQ2YmwoxiUP-Nryn6pqoIfNNzzF-,Terumbu karang,Terumbu karang kondisi baik,8
206,206,A,T8,,D3T2 (52).JPG,-0.737353333,120.12057,Pelawa Baru,https://lh3.googleusercontent.com/d/1EC1sUhabrPcEwXNX1Vaekz9FcIPK5FpY,Terumbu karang,Terumbu karang kondisi baik,8
207,207,A,T8,,D3T2 (53).JPG,-0.737448333,120.1206183,Pelawa Baru,https://lh3.googleusercontent.com/d/1vJX67AOq8Q8IBNAIjojhlhnvQK-DyvNv,Terumbu karang,Terumbu karang kondisi baik,8
208,208,A,T8,,D3T2 (54).JPG,-0.737466667,120.120635,Pelawa Baru,https://lh3.googleusercontent.com/d/1gah5de7TVaBE8RebgStxN6sCY8uy9za_,Terumbu karang,Terumbu karang kondisi baik,8
209,209,A,T8,,D3T2 (55).JPG,-0.737626667,120.1205933,Pelawa Baru,https://lh3.googleusercontent.com/d/1orU2ZraKC0VIkiS1AVB7y5BCqKdpvAsX,Terumbu karang,Terumbu karang kondisi baik,8
210,210,A,T8,,D3T2 (56).JPG,-0.737671667,120.1205733,Pelawa Baru,https://lh3.googleusercontent.com/d/1iUgdpTXP12EyyTiYkDC1gG9k8oC0Nrpj,Substrat terbuka,Terumbu karang kondisi baik,8
211,211,A,T8,,D3T2 (57).JPG,-0.737748333,120.1205283,Pelawa Baru,https://lh3.googleusercontent.com/d/1CtylQ-xDrZsikPYDpAJBscO-Dzr7uh0r,Substrat terbuka,Terumbu karang kondisi baik,8
212,212,A,T8,,D3T2 (58).JPG,-0.737801667,120.1204783,Pelawa Baru,https://lh3.googleusercontent.com/d/1fbAo4hMMJGOIg3sIKzOHygLd7v0b1Zok,Substrat terbuka,Terumbu karang kondisi baik,8
213,213,A,T8,,D3T2 (59).JPG,-0.737896667,120.1204783,Pelawa Baru,https://lh3.googleusercontent.com/d/1lVeWFfLZ5EJhZBdWwZYxOr0IfR-30TSw,Terumbu karang,Terumbu karang kondisi baik,8
214,214,A,T8,,D3T2 (60).JPG,-0.737966667,120.1204417,Pelawa Baru,https://lh3.googleusercontent.com/d/1QHAcR2bKVAJpDti_p-3ABhpZux8vnbKb,Terumbu karang,Terumbu karang kondisi baik,8
215,215,A,T8,,D3T2 (61).JPG,-0.73808,120.12042,Pelawa Baru,https://lh3.googleusercontent.com/d/1HFvRx1jGxXsobzx1ysGS17Tmgh7I6Ivb,Terumbu karang,Terumbu karang kondisi baik,8
216,216,A,T8,,D3T2 (62).JPG,-0.738146667,120.12035,Pelawa Baru,https://lh3.googleusercontent.com/d/1VoCXJR8fAADQMz88XOaSpbnuvK1-dRt6,Terumbu karang,Terumbu karang kondisi baik,8
217,217,A,T8,,D3T2 (63).JPG,-0.738103333,120.1202733,Pelawa Baru,https://lh3.googleusercontent.com/d/1o05Va6l-YBh7krLluN_BnBVVf2duUkSL,Terumbu karang,Terumbu karang kondisi baik,8
218,218,A,T8,,D3T2 (64).JPG,-0.738093333,120.12019,Pelawa Baru,https://lh3.googleusercontent.com/d/1Em09kR4eCzrqjqPN811Y_LcejklvbhJG,Terumbu karang,Terumbu karang kondisi baik,8
219,219,A,T8,,D3T2 (65).JPG,-0.738081667,120.1200817,Pelawa Baru,https://lh3.googleusercontent.com/d/1YOOj7-PfOzkdy3Ykuyj7hwRmSh50Ri4x,Terumbu karang,Terumbu karang kondisi baik,8
220,220,A,T8,,D3T2 (66).JPG,-0.738013333,120.11995,Pelawa Baru,https://lh3.googleusercontent.com/d/13qj3YSM3AFLWEB0UiLMOAvqYieFmMz5X,Substrat terbuka,Terumbu karang kondisi baik,8
221,221,A,T8,,D3T2 (67).JPG,-0.738106667,120.1199633,Pelawa Baru,https://lh3.googleusercontent.com/d/1VHqgho36Q5UrI9UlvGD5V2KbTaSTGS55,Substrat terbuka,Terumbu karang kondisi baik,8
222,222,A,T8,,D3T2 (68).JPG,-0.73811,120.1199033,Pelawa Baru,https://lh3.googleusercontent.com/d/1t_HArxWzt0dFO6IwZrFhygok4dWlCK4-,Substrat terbuka,Terumbu karang kondisi baik,8
223,223,A,T8,,D3T2 (69).JPG,-0.738083333,120.11985,Pelawa Baru,https://lh3.googleusercontent.com/d/1EPL030dcf6347RSDBbjCLOhHP6CEuwv_,Terumbu karang,Terumbu karang kondisi baik,8
224,224,A,T8,,D3T2 (70).JPG,-0.738026667,120.11978,Pelawa Baru,https://lh3.googleusercontent.com/d/1AshITUbgbDptB-8oX7xye5PzWFKRCxXA,Terumbu karang,Terumbu karang kondisi baik,8
225,225,A,T9,,D3T3 (1).JPG,-0.738443333,120.1125367,Pelawa_Baru,https://lh3.googleusercontent.com/d/173BhD_3HOWXZGiPtSgAyt4SZYbPyY7jm,Terumbu karang,Terumbu karang kondisi baik,8
226,226,A,T9,,D3T3 (2).JPG,-0.7385,120.1125317,Pelawa_Baru,https://lh3.googleusercontent.com/d/11y9xAU0JtPEgLHLpBeuuMJXlnNX4xOsC,Terumbu karang,Terumbu karang kondisi baik,8
227,227,A,T9,,D3T3 (3).JPG,-0.738541667,120.1125517,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Hy80M9xPt9mGxjLAmgJxviEf59VrFuzZ,Terumbu karang,Terumbu karang kondisi baik,8
228,228,A,T9,,D3T3 (4).JPG,-0.738575,120.1125336,Pelawa_Baru,https://lh3.googleusercontent.com/d/1cGnwziEFV_zT7sVJwbx67peU7z67wd7O,Terumbu karang,Terumbu karang kondisi baik,8
229,229,A,T9,,D3T3 (5).JPG,-0.73863,120.112535,Pelawa_Baru,https://lh3.googleusercontent.com/d/11dZRP3EuT1DXyYJWz_zsg9B5tuGNMG0M,Terumbu karang,Terumbu karang kondisi baik,8
230,230,A,T9,,D3T3 (6).JPG,-0.738665,120.1125083,Pelawa_Baru,https://lh3.googleusercontent.com/d/1iboPC4hiuTbotXQghnUSbsBgHJcGC_99,Terumbu karang,Terumbu karang kondisi baik,8
231,231,A,T9,,D3T3 (7).JPG,-0.738678333,120.112435,Pelawa_Baru,https://lh3.googleusercontent.com/d/1q1Pv-mFOqrvCtcaM7wZ5X5pVmoRvyPmJ,Terumbu karang,Terumbu karang kondisi baik,8
232,232,A,T9,,D3T3 (8).JPG,-0.738673333,120.1123333,Pelawa_Baru,https://lh3.googleusercontent.com/d/1RtekzHMpFxwjIGHgXEHwj8CI3z44Nff9,Terumbu karang,Terumbu karang kondisi baik,8
233,233,A,T9,,D3T3 (9).JPG,-0.738681667,120.1122667,Pelawa_Baru,https://lh3.googleusercontent.com/d/18sX8PeBTe0BewgN81982cajImwDvAcnZ,Terumbu karang,Terumbu karang kondisi baik,8
234,234,A,T9,,D3T3 (10).JPG,-0.738641667,120.11223,Pelawa_Baru,https://lh3.googleusercontent.com/d/17vFfOWoaHbgCUH6cbzsGATeeYl04X7AT,Terumbu karang,Terumbu karang kondisi baik,8
235,235,A,T9,,D3T3 (11).JPG,-0.738593333,120.1121633,Pelawa_Baru,https://lh3.googleusercontent.com/d/1j6RK3zdc2pyPpze4C4Dsod914xrU2Txq,Terumbu karang,Terumbu karang kondisi baik,8
236,236,A,T9,,D3T3 (12).JPG,-0.738555,120.1121124,Pelawa_Baru,https://lh3.googleusercontent.com/d/1_ZAltVubbsJrJ0D47f6edkyttbcQZXV_,Terumbu karang,Terumbu karang kondisi baik,8
